generation,best_fitness,avg_fitness,diversity
0,1,0.6,8
1,2,0.86,47
2,3,1.42,43
3,3,2.37,34
4,3,2.72,29
5,4,2.86,25
6,4,3.3,35
7,4,3.63,30
8,4,3.61,32
9,5,3.79,27
