generation,best_fitness,avg_fitness,diversity
0,1,0.61,8
1,2,0.86,46
2,3,1.42,39
3,3,2.35,32
4,4,2.75,33
5,4,3.36,33
6,4,3.69,29
7,4,3.64,31
8,4,3.68,30
9,5,3.64,32
