generation,best_fitness,avg_fitness,diversity
0,1,0.65,8
1,2,0.88,47
2,3,1.57,37
3,3,2.38,34
4,3,2.76,31
5,3,2.84,29
6,3,2.83,25
7,3,2.81,30
8,3,2.84,31
9,3,2.82,26
10,3,2.76,31
11,3,2.79,26
12,3,2.73,35
13,4,2.8,32
14,4,3.34,31
15,4,3.66,29
16,5,3.68,31
