generation,best_fitness,avg_fitness,diversity
0,1,0.62,8
1,2,0.92,46
2,3,1.5,45
3,3,2.3,41
4,3,2.66,37
5,3,2.72,39
6,4,2.74,35
7,4,3.19,32
8,4,3.54,38
9,4,3.62,33
10,5,3.62,36
