generation,best_fitness,avg_fitness,diversity
0,1,0.66,8
1,2,0.88,48
2,2,1.6,43
3,3,1.86,37
4,3,2.42,33
5,3,2.7,35
6,3,2.87,22
7,3,2.84,24
8,4,2.82,29
9,4,3.31,31
10,4,3.75,22
11,4,3.67,29
12,4,3.69,27
13,4,3.77,24
14,4,3.79,21
15,4,3.72,30
16,5,3.7,32
