generation,best_fitness,avg_fitness,diversity
0,0.17857142857142858,0.03651785714285714,400
1,0.21428571428571427,0.12089285714285714,200
2,0.25,0.184375,198
3,0.39285714285714285,0.22,199
4,0.42857142857142855,0.30803571428571425,200
5,0.4642857142857143,0.38607142857142857,196
6,0.5,0.42607142857142855,197
7,0.5,0.45892857142857146,198
8,0.5357142857142857,0.47705357142857147,193
9,0.5714285714285714,0.4938392857142857,198
10,0.5714285714285714,0.5265178571428571,198
11,0.6071428571428571,0.5416964285714285,199
12,0.6071428571428571,0.5628571428571428,196
13,0.6428571428571429,0.5764285714285714,195
14,0.6428571428571429,0.5969642857142857,195
15,0.6785714285714286,0.6092857142857143,197
16,0.6785714285714286,0.6294642857142857,196
17,0.7142857142857143,0.6432142857142857,191
18,0.7142857142857143,0.6648214285714286,195
19,0.75,0.676875,192
20,0.75,0.695625,198
21,0.7857142857142857,0.7113392857142857,193
22,0.7857142857142857,0.7301785714285713,194
23,0.8214285714285714,0.7423214285714286,196
24,0.8214285714285714,0.7626785714285714,199
25,0.8214285714285714,0.776517857142857,190
26,0.8571428571428571,0.7836607142857143,189
27,0.8571428571428571,0.7947321428571428,192
28,0.8571428571428571,0.8126785714285714,194
29,0.8571428571428571,0.8134821428571428,190
30,0.8571428571428571,0.8154464285714286,192
31,0.8571428571428571,0.8165178571428571,192
32,0.8928571428571429,0.8159821428571428,189
33,0.8928571428571429,0.8309821428571429,191
34,0.8928571428571429,0.843482142857143,196
35,0.8928571428571429,0.8488392857142857,196
36,0.9285714285714286,0.8476785714285714,196
37,0.9285714285714286,0.8675892857142857,190
38,0.9285714285714286,0.874732142857143,196
39,0.9285714285714286,0.8819642857142856,190
40,0.9642857142857143,0.88,197
41,0.9642857142857143,0.9000892857142857,195
42,0.9642857142857143,0.9151785714285714,194
43,0.9642857142857143,0.9157142857142857,190
44,0.9642857142857143,0.9147321428571429,192
45,0.9642857142857143,0.9107142857142857,196
46,0.9642857142857143,0.9127678571428571,193
47,0.9642857142857143,0.9160714285714286,194
48,0.9642857142857143,0.9188392857142857,191
49,0.9642857142857143,0.9140178571428571,194
50,0.9642857142857143,0.9145535714285714,192
51,0.9642857142857143,0.9186607142857143,189
52,0.9642857142857143,0.9158035714285714,196
53,0.9642857142857143,0.9150892857142857,189
54,0.9642857142857143,0.9101785714285714,199
55,0.9642857142857143,0.9117857142857143,192
56,0.9642857142857143,0.9141964285714286,193
57,0.9642857142857143,0.9150892857142857,192
58,0.9642857142857143,0.9175,189
59,0.9642857142857143,0.91375,190
60,0.9642857142857143,0.9138392857142857,196
61,0.9642857142857143,0.916607142857143,194
62,0.9642857142857143,0.9157142857142857,191
63,0.9642857142857143,0.9186607142857143,193
64,0.9642857142857143,0.9163392857142857,196
65,1.0,0.915,190
