generation,best_fitness,avg_fitness,diversity
0,1,0.59,8
1,2,1.04,45
2,3,1.48,42
3,3,2.47,26
4,3,2.77,30
5,4,2.79,30
6,4,3.25,34
7,5,3.7,27
