gen,best_fit,avg_fit,diversity
0,26.531296297446143,17.391891375996373,300
1,26.531296297446143,19.289883581068466,300
2,26.531296297446143,19.798498050507114,300
3,26.999999999999996,19.649706787339163,299
4,27.172727272727272,20.19668141583973,300
5,27.829642783962836,19.915198959567473,300
6,28.485950413223136,20.51803715662874,300
7,28.485950413223136,20.464210094113575,299
8,28.485950413223136,20.448203426565176,299
9,28.485950413223136,20.54566610532064,300
10,28.845454545454544,20.13953970459088,298
11,29.001998689291522,20.398998487394064,298
12,29.135932958149734,20.596048130228795,299
13,29.229752066115697,20.326460242524657,299
14,29.229752066115697,20.445854101393312,300
15,29.229752066115697,20.640926342628013,300
16,29.229752066115697,21.084589440791234,297
17,29.721590055324086,21.29986890899589,300
18,29.721590055324086,21.12129364827453,300
19,30.3274229902329,20.45998941532836,298
20,30.3274229902329,20.546686301011114,298
21,30.3274229902329,20.586827178053856,298
22,30.3274229902329,20.942471757060286,296
23,30.55486647086947,21.53602192204064,299
24,30.55486647086947,21.4749833863952,299
25,30.55486647086947,21.21702850032558,296
26,31.101277235161525,21.753853308880924,300
27,31.101277235161525,21.39856492751965,300
28,31.101277235161525,21.62608768481841,299
29,31.101277235161525,21.683719820614332,296
30,32.87272727272727,21.975237043301444,299
31,32.87272727272727,22.034665008566403,297
32,32.87272727272727,22.098516799340164,298
33,32.87272727272727,22.071722556093345,299
34,32.87272727272727,21.926118560962596,299
35,34.23072070337966,21.635869775002693,296
36,34.23072070337966,21.76083864698231,297
37,34.23072070337966,22.174515638774867,297
38,34.23072070337966,21.47825780121898,297
39,34.23072070337966,21.680591870912632,294
40,34.23072070337966,21.867605495722103,296
41,34.33944402704732,21.74002463145572,297
42,34.33944402704732,22.464087393883627,297
43,34.33944402704732,22.41435413979216,294
44,34.33944402704732,23.200691368591745,297
45,34.33944402704732,22.78190627166433,297
46,34.33944402704732,22.74537826798666,295
47,34.45487330100402,22.806025406433452,298
48,34.45487330100402,22.689790558136288,294
49,34.45487330100402,22.47706779890972,299
50,34.45487330100402,22.92205280747742,298
51,36.04629465200463,23.473487631706043,300
52,36.04629465200463,23.42564739844509,296
53,36.04629465200463,23.166264876576346,294
54,36.04629465200463,23.207177224245754,296
55,36.04629465200463,23.384489986500252,299
56,36.04629465200463,23.177685778506557,300
57,36.04629465200463,23.146731020737327,297
58,36.04629465200463,23.791403654515705,298
59,36.25548869048256,23.563208432121503,298
60,36.25548869048256,23.578087848479772,295
61,36.25548869048256,23.197649806141115,299
62,36.25548869048256,23.27198528588449,296
63,36.528129598698534,23.71893719902411,299
64,36.528129598698534,24.153982750955358,300
65,36.528129598698534,23.72019881593741,300
66,36.528129598698534,23.471243062137887,299
67,36.528129598698534,23.657448242832817,298
68,36.528129598698534,23.33738864716613,300
69,36.528129598698534,22.602905235103204,298
70,36.528129598698534,22.581161330348433,299
71,36.528129598698534,23.08103807783901,299
72,36.528129598698534,23.39942461802506,300
73,36.528129598698534,23.808673644926337,297
74,36.528129598698534,23.996610277357835,295
75,36.528129598698534,23.87182411286553,300
76,36.528129598698534,23.700051895466405,297
77,36.528129598698534,23.654037579138095,296
78,36.528129598698534,23.3022719621639,297
79,36.528129598698534,24.48996969435144,299
80,36.528129598698534,24.039601578195896,292
81,36.528129598698534,24.08508403026652,297
82,36.528129598698534,23.805265926491064,294
83,36.528129598698534,24.317632739745736,297
84,36.528129598698534,24.203867291104512,295
85,36.528129598698534,23.880951675404745,295
86,36.528129598698534,23.94590365050082,295
87,36.528129598698534,24.30430866469748,298
88,38.89241172051088,23.871441897743072,293
89,38.89241172051088,23.65388328255675,294
90,38.89241172051088,24.313328436671267,298
91,38.89241172051088,24.20346972889566,297
92,38.89241172051088,23.705649057203516,299
93,38.89241172051088,24.250198216461843,297
94,38.89241172051088,24.754791522904874,297
95,38.89241172051088,24.2425571112825,300
96,38.89241172051088,23.62953567899776,298
97,38.89241172051088,23.476684549567995,292
98,38.89241172051088,23.875070487193256,294
99,38.89241172051088,23.78639394140752,297
100,38.89241172051088,23.981209124010466,294
101,38.89241172051088,23.930778609576283,296
102,38.89241172051088,24.223135425351995,292
103,38.89241172051088,24.086813191932716,295
104,38.89241172051088,24.43189521291356,298
105,38.89241172051088,23.95209282266225,295
106,38.89241172051088,23.441316137101182,294
107,38.89241172051088,23.50238408038958,292
108,38.89241172051088,23.84211600036994,299
109,38.89241172051088,24.18696480179744,295
110,38.89241172051088,23.594092839026402,295
111,38.89241172051088,24.087985923393877,296
112,38.89241172051088,24.457398175855644,294
113,38.89241172051088,24.51659263211108,290
114,38.89241172051088,24.392462900539922,292
115,38.89241172051088,24.498509772153167,291
116,38.89241172051088,23.98950509467997,294
117,38.89241172051088,24.489900557098665,295
118,38.89241172051088,24.4818823691117,292
119,38.89241172051088,24.581406099959864,294
120,38.89241172051088,24.717445397175464,293
121,38.89241172051088,23.978985592172215,291
122,38.89241172051088,24.1186018575512,293
123,38.89241172051088,23.728234428962857,290
124,38.89241172051088,24.18488982748544,294
125,38.89241172051088,23.781757639543013,288
126,38.89241172051088,24.02984277854829,290
127,38.89241172051088,24.249036713984445,292
128,38.89241172051088,24.089452941697033,296
129,38.89241172051088,24.138654593659517,295
130,38.89241172051088,23.964429405959507,293
131,38.89241172051088,24.448309776260768,295
132,38.89241172051088,24.521156081984433,297
133,38.89241172051088,24.323615025872733,294
134,38.89241172051088,24.063640897188318,293
135,38.89241172051088,23.791915408433596,295
136,38.89241172051088,23.758208533872253,291
137,38.89241172051088,24.650728595091444,291
138,38.89241172051088,24.453857082753593,292
139,38.89241172051088,24.15584810724231,294
140,38.89241172051088,23.872601385760696,295
141,38.89241172051088,23.557620625418537,291
142,38.89241172051088,24.290416620976902,293
143,38.89241172051088,24.030677841986,293
144,38.89241172051088,24.439654601728122,295
145,38.89241172051088,24.7492922653922,294
146,38.89241172051088,24.415300970000143,297
147,38.89241172051088,24.00142646363181,290
148,38.89241172051088,25.00256990167425,293
149,38.89241172051088,24.168321749832018,293
150,38.89241172051088,24.38073572628834,290
151,38.89241172051088,24.60564352817852,293
152,38.89241172051088,24.38319163222743,292
153,38.89241172051088,23.53031295706975,291
154,38.89241172051088,24.218727986200417,294
155,38.89241172051088,24.200456019942123,294
156,38.89241172051088,23.928566370567673,294
157,38.89241172051088,24.528836155912376,293
158,38.89241172051088,24.347393705514957,297
159,38.89241172051088,24.448331633137574,294
160,38.89241172051088,24.71608642627162,296
