generation,best_fitness,avg_fitness,diversity
0,1,0.62,8
1,2,0.89,46
2,2,1.46,45
3,3,1.81,33
4,3,2.41,27
5,3,2.69,30
6,3,2.79,24
7,4,2.79,29
8,4,3.35,28
9,5,3.77,24
