generation,best_fitness,avg_fitness,diversity
0,1,0.65,8
1,2,0.91,44
2,3,1.55,43
3,3,2.38,35
4,3,2.8,31
5,3,2.75,27
6,3,2.78,33
7,3,2.86,28
8,3,2.83,25
9,4,2.87,24
10,4,3.34,30
11,5,3.73,26
