generation,best_fitness,avg_fitness,diversity
0,0.17857142857142858,0.03696428571428571,400
1,0.17857142857142858,0.11946428571428572,200
2,0.25,0.16794642857142858,198
3,0.25,0.2114285714285714,200
4,0.2857142857142857,0.23803571428571427,197
5,0.32142857142857145,0.2607142857142857,199
6,0.35714285714285715,0.29133928571428575,199
7,0.39285714285714285,0.324375,199
8,0.39285714285714285,0.35651785714285716,198
9,0.4642857142857143,0.3719642857142857,194
10,0.4642857142857143,0.41089285714285717,195
11,0.5,0.4409821428571428,193
12,0.5,0.46151785714285715,199
13,0.5357142857142857,0.4750892857142857,195
14,0.5357142857142857,0.49464285714285716,196
15,0.5714285714285714,0.5088392857142857,194
16,0.5714285714285714,0.5316964285714285,193
17,0.6071428571428571,0.5415178571428572,197
18,0.6071428571428571,0.5619642857142857,196
19,0.6428571428571429,0.578125,192
20,0.6428571428571429,0.5966071428571429,197
21,0.6785714285714286,0.6075892857142857,192
22,0.6785714285714286,0.6302678571428572,194
23,0.7142857142857143,0.6455357142857143,192
24,0.75,0.6632142857142856,196
25,0.75,0.6951785714285714,189
26,0.7857142857142857,0.71125,191
27,0.7857142857142857,0.7333035714285714,191
28,0.8214285714285714,0.7480357142857144,191
29,0.8214285714285714,0.7663392857142857,192
30,0.8214285714285714,0.7796428571428571,184
31,0.8214285714285714,0.7841071428571428,187
32,0.8214285714285714,0.7797321428571428,192
33,0.8571428571428571,0.781875,190
34,0.8571428571428571,0.7989285714285714,197
35,0.8571428571428571,0.8171428571428571,186
36,0.8571428571428571,0.8144642857142856,192
37,0.8571428571428571,0.8113392857142857,191
38,0.8928571428571429,0.8114285714285714,192
39,0.8928571428571429,0.8298214285714286,191
40,0.8928571428571429,0.8478571428571429,186
41,0.9285714285714286,0.8528571428571429,188
42,0.9285714285714286,0.8685714285714287,188
43,0.9285714285714286,0.881875,189
44,0.9285714285714286,0.8858035714285714,189
45,0.9285714285714286,0.8841071428571429,186
46,0.9285714285714286,0.8798214285714286,193
47,0.9285714285714286,0.880357142857143,187
48,0.9642857142857143,0.8782142857142857,192
49,0.9642857142857143,0.8980357142857143,190
50,0.9642857142857143,0.9104464285714287,191
51,0.9642857142857143,0.915,194
52,1.0,0.9129464285714286,192
