generation,best_fitness,avg_fitness,diversity
0,0.2727272727272727,0.034545454545454546,200
1,0.2727272727272727,0.16863636363636364,100
2,0.36363636363636365,0.24454545454545454,87
3,0.36363636363636365,0.3063636363636364,84
4,0.45454545454545453,0.33454545454545453,86
5,0.45454545454545453,0.3868181818181818,87
6,0.5454545454545454,0.4181818181818182,91
7,0.5454545454545454,0.4709090909090909,83
8,0.5454545454545454,0.5036363636363635,84
9,0.6363636363636364,0.5036363636363635,85
10,0.6363636363636364,0.5531818181818182,82
11,0.7272727272727273,0.5877272727272728,86
12,0.7272727272727273,0.6386363636363637,80
13,0.7272727272727273,0.6772727272727274,79
14,0.8181818181818182,0.6727272727272728,83
15,0.8181818181818182,0.7204545454545455,87
16,0.9090909090909091,0.7531818181818183,90
17,0.9090909090909091,0.8145454545454546,78
18,0.9090909090909091,0.8413636363636364,85
19,0.9090909090909091,0.8427272727272727,82
20,0.9090909090909091,0.8404545454545455,82
21,0.9090909090909091,0.8563636363636364,69
22,0.9090909090909091,0.8463636363636364,83
23,0.9090909090909091,0.8381818181818181,78
24,0.9090909090909091,0.8322727272727272,81
25,0.9090909090909091,0.8468181818181819,79
26,0.9090909090909091,0.8440909090909091,85
27,0.9090909090909091,0.8413636363636364,86
28,0.9090909090909091,0.8472727272727272,77
29,0.9090909090909091,0.8472727272727272,82
30,0.9090909090909091,0.8354545454545454,83
31,0.9090909090909091,0.8472727272727272,75
32,0.9090909090909091,0.8477272727272727,80
33,0.9090909090909091,0.8481818181818181,74
34,0.9090909090909091,0.8395454545454545,84
35,0.9090909090909091,0.8472727272727272,79
36,0.9090909090909091,0.835,85
