generation,best_fitness,avg_fitness,diversity
0,0.2727272727272727,0.04318181818181818,200
1,0.2727272727272727,0.18136363636363637,100
2,0.36363636363636365,0.25,83
3,0.45454545454545453,0.3059090909090909,93
4,0.45454545454545453,0.38727272727272727,86
5,0.5454545454545454,0.4177272727272727,86
6,0.6363636363636364,0.465,88
7,0.6363636363636364,0.5559090909090909,81
8,0.7272727272727273,0.5877272727272728,87
9,0.7272727272727273,0.6413636363636364,86
10,0.8181818181818182,0.6722727272727274,88
11,0.8181818181818182,0.7190909090909091,85
12,0.8181818181818182,0.7513636363636365,83
13,0.8181818181818182,0.7586363636363636,80
14,0.8181818181818182,0.764090909090909,79
15,0.8181818181818182,0.7654545454545455,82
16,0.8181818181818182,0.7645454545454545,78
17,0.8181818181818182,0.769090909090909,78
18,0.8181818181818182,0.7645454545454545,81
19,0.9090909090909091,0.7618181818181818,79
20,0.9090909090909091,0.8104545454545454,82
21,0.9090909090909091,0.8454545454545455,82
22,0.9090909090909091,0.8536363636363636,72
23,0.9090909090909091,0.8395454545454545,84
24,1.0,0.8404545454545455,81
