generation,best_fitness,avg_fitness,diversity
0,0.17857142857142858,0.03741071428571428,400
1,0.21428571428571427,0.12232142857142858,200
2,0.25,0.186875,200
3,0.2857142857142857,0.22473214285714285,197
4,0.32142857142857145,0.25866071428571424,200
5,0.35714285714285715,0.2907142857142857,196
6,0.39285714285714285,0.3255357142857143,196
7,0.42857142857142855,0.3580357142857143,198
8,0.42857142857142855,0.39098214285714283,195
9,0.4642857142857143,0.40857142857142853,196
10,0.4642857142857143,0.42714285714285716,198
11,0.5,0.440625,192
12,0.5357142857142857,0.460625,195
13,0.5357142857142857,0.4915178571428572,192
14,0.5714285714285714,0.5073214285714286,188
15,0.5714285714285714,0.53125,194
16,0.5714285714285714,0.5438392857142857,194
17,0.6071428571428571,0.5455357142857142,197
18,0.6071428571428571,0.5629464285714285,200
19,0.6071428571428571,0.5753571428571429,196
20,0.6428571428571429,0.57875,193
21,0.6428571428571429,0.5934821428571428,195
22,0.6785714285714286,0.6096428571428572,196
23,0.6785714285714286,0.6308928571428571,190
24,0.7142857142857143,0.640357142857143,193
25,0.7142857142857143,0.6623214285714286,195
26,0.75,0.6716964285714286,194
27,0.75,0.6966071428571429,200
28,0.7857142857142857,0.7138392857142857,194
29,0.7857142857142857,0.7310714285714286,194
30,0.7857142857142857,0.743125,188
31,0.8214285714285714,0.7466964285714286,190
32,0.8214285714285714,0.7626785714285714,191
33,0.8571428571428571,0.780892857142857,184
34,0.8571428571428571,0.7982142857142857,189
35,0.8571428571428571,0.8130357142857143,191
36,0.8928571428571429,0.8166071428571428,188
37,0.8928571428571429,0.8325892857142857,189
38,0.9285714285714286,0.8455357142857143,190
39,0.9285714285714286,0.8667857142857143,197
40,0.9285714285714286,0.8807142857142857,192
41,0.9285714285714286,0.8774107142857143,194
42,0.9285714285714286,0.8811607142857143,191
43,0.9285714285714286,0.8802678571428573,189
44,0.9285714285714286,0.8839285714285714,191
45,0.9285714285714286,0.8822321428571429,193
46,0.9285714285714286,0.8840178571428572,188
47,0.9285714285714286,0.881875,192
48,0.9285714285714286,0.8834821428571429,187
49,0.9285714285714286,0.8822321428571429,191
50,0.9285714285714286,0.8786607142857144,191
51,0.9285714285714286,0.8819642857142856,194
52,0.9285714285714286,0.8821428571428572,193
53,0.9285714285714286,0.8795535714285714,191
54,0.9285714285714286,0.8817857142857143,190
55,0.9285714285714286,0.8845535714285714,186
56,0.9285714285714286,0.8813392857142857,192
57,0.9285714285714286,0.8814285714285713,190
58,0.9285714285714286,0.8795535714285714,191
59,0.9285714285714286,0.8833928571428572,194
60,0.9642857142857143,0.8808035714285714,192
61,0.9642857142857143,0.8949107142857143,193
62,0.9642857142857143,0.9124107142857143,192
63,0.9642857142857143,0.9117857142857143,189
64,0.9642857142857143,0.9175892857142857,188
65,0.9642857142857143,0.9148214285714286,190
66,0.9642857142857143,0.9158035714285714,178
67,0.9642857142857143,0.9122321428571429,195
68,0.9642857142857143,0.915,188
69,0.9642857142857143,0.9175,192
70,1.0,0.9174107142857143,188
