generation,best_fitness,avg_fitness,diversity
0,1,0.68,8
1,3,0.95,45
2,3,2.03,45
3,4,2.65,33
4,4,3.24,34
5,4,3.47,36
6,4,3.62,35
7,4,3.67,31
8,5,3.7,36
