generation,best_fitness,avg_fitness,diversity
254,2495617,2225455.2583333333,293
255,2495617,2222782.6416666666,297
256,2495617,2238506.9366666665,295
257,2495617,2225634.598333333,296
258,2495617,2219806.08,294
259,2495617,2233633.3266666667,291
260,2495617,2222585.8766666665,293
261,2495617,2220309.3366666664,293
262,2495617,2232115.1883333335,294
263,2495617,2232941.79,297
264,2495617,2226937.79,295
265,2495617,2230457.901666667,296
266,2495617,2210304.808333333,296
267,2495617,2232806.7883333336,296
268,2495617,2207556.1216666666,294
269,2495617,2227196.685,298
270,2495617,2223696.0933333333,297
271,2495617,2213408.1416666666,294
272,2495617,2227033.4783333335,291
273,2495617,2216380.196666667,294
274,2495617,2237009.993333333,295
275,2495617,2230627.8333333335,294
276,2495617,2224096.8233333332,297
277,2495617,2217490.15,293
278,2495617,2230806.7683333335,296
279,2495617,2231428.2816666667,295
280,2495617,2218926.783333333,295
281,2496922,2222778.6616666666,296
282,2496922,2222879.6016666666,297
283,2496922,2226632.2916666665,295
284,2496922,2242677.89,292
285,2496922,2238853.723333333,293
286,2496922,2225288.455,297
287,2496922,2225961.135,292
288,2496922,2244661.36,293
289,2496922,2232450.385,295
290,2496922,2232467.4633333334,296
291,2496922,2235935.6283333334,294
292,2496922,2215307.5833333335,297
293,2496922,2227541.445,293
294,2496922,2232431.361666667,294
295,2496922,2222045.3533333335,298
296,2496922,2230246.0566666666,294
297,2496922,2242144.716666667,295
298,2496922,2238722.2883333336,293
299,2496922,2221509.473333333,295
300,2496922,2222060.7466666666,295
301,2496922,2237564.35,292
302,2496922,2237443.9616666664,293
303,2496922,2224625.3933333335,299
304,2496922,2234830.8333333335,295
305,2496922,2239996.196666667,295
306,2496922,2223237.855,294
307,2496922,2227503.6883333335,295
308,2496922,2230498.9233333333,294
309,2496922,2231047.7383333333,297
310,2496922,2233517.88,293
311,2496922,2220145.635,296
312,2496922,2233525.27,295
313,2496922,2220112.2866666666,294
314,2496922,2229724.716666667,291
315,2496922,2234791.0016666665,295
316,2496922,2240264.216666667,292
317,2496922,2220187.5433333335,298
318,2496922,2220920.575,292
319,2496922,2236176.055,295
320,2496922,2235563.81,290
321,2496922,2241525.5866666664,289
322,2496922,2231218.1533333333,296
323,2496922,2240153.191666667,294
324,2496922,2219270.9966666666,296
325,2496922,2226522.8666666667,296
326,2496922,2221450.4516666667,293
327,2496922,2233393.0283333333,294
328,2496922,2226623.8533333335,293
329,2496922,2234608.4433333334,298
330,2496922,2229701.3266666667,297
331,2496922,2226546.0766666667,297
332,2496922,2243027.473333333,296
333,2496922,2238311.09,294
334,2496922,2230743.453333333,294
335,2496922,2216958.473333333,295
336,2496922,2224633.7016666667,292
337,2496922,2223884.776666667,290
338,2496922,2227445.985,290
339,2496922,2228221.815,293
340,2496922,2225283.7,294
341,2496922,2245483.895,290
342,2496922,2227711.571666667,295
343,2496922,2224093.901666667,294
344,2496922,2238899.205,290
345,2496922,2237995.58,292
346,2496922,2231189.1983333332,295
347,2496922,2224089.8583333334,295
348,2496922,2225772.605,296
349,2496922,2233580.315,291
350,2496922,2237215.1566666667,292
351,2496922,2230488.1766666668,293
352,2496922,2232434.1133333333,292
353,2496922,2233011.513333333,294
354,2496922,2233899.5866666664,292
355,2496922,2226173.321666667,293
356,2496922,2234702.651666667,293
357,2496922,2239765.4616666664,292
358,2496922,2235037.3716666666,290
359,2496922,2238111.821666667,292
360,2496922,2227719.2483333335,294
361,2496922,2236966.78,290
362,2496922,2233723.4183333335,287
363,2496922,2242074.191666667,295
364,2496922,2219926.035,292
365,2496922,2224519.895,296
366,2496922,2235032.665,295
367,2496922,2230129.5733333332,293
368,2496922,2234213.38,298
369,2496922,2236659.5083333333,293
370,2496922,2230962.2066666665,293
371,2496922,2232939.178333333,295
372,2496922,2236617.8716666666,295
373,2496922,2243174.1033333335,290
374,2496922,2240190.5516666668,292
375,2496922,2244130.941666667,289
376,2496922,2244804.0683333334,291
377,2496922,2234471.808333333,295
378,2496922,2229613.3233333332,296
379,2496922,2244746.4716666667,291
380,2496922,2225998.9616666664,296
381,2496922,2246203.408333333,290
382,2496922,2254857.805,288
383,2496922,2244069.14,294
384,2496922,2230975.49,294
385,2496922,2246267.975,291
386,2496922,2233001.7916666665,291
387,2496922,2228197.8533333335,298
388,2496922,2232610.4966666666,292
389,2496922,2238493.4316666666,292
390,2496922,2235680.6083333334,294
391,2496922,2249393.37,294
392,2496922,2241919.1466666665,288
393,2496922,2236859.111666667,297
394,2496922,2240900.4033333333,295
395,2496922,2244306.006666667,289
396,2496922,2233512.8833333333,293
397,2496922,2233603.125,297
398,2496922,2234859.6133333333,294
399,2496922,2240091.1133333333,291
400,2496922,2234066.223333333,291
401,2496922,2244981.283333333,290
402,2496922,2240229.908333333,291
403,2496922,2240324.235,297
404,2496922,2241151.723333333,292
405,2496922,2250807.071666667,294
406,2496922,2236355.35,293
407,2496922,2257250.803333333,294
408,2496922,2244548.055,293
409,2496922,2232136.691666667,293
410,2496922,2241163.9983333335,289
411,2496922,2246049.165,292
412,2496922,2233422.236666667,297
413,2496922,2228514.295,289
414,2496922,2235704.2333333334,292
415,2496922,2236467.48,290
416,2496922,2231286.7816666667,294
417,2496922,2232951.14,293
418,2496922,2250459.638333333,293
419,2496922,2229798.085,299
420,2496922,2237604.6083333334,294
421,2496922,2241080.433333333,294
422,2496922,2235024.8133333335,293
423,2496922,2235162.8116666665,291
424,2496922,2244016.2783333333,292
425,2496922,2235281.631666667,297
426,2496922,2241616.3766666665,295
427,2496922,2243118.6083333334,293
428,2496922,2239911.555,293
429,2496922,2233458.78,295
430,2496922,2242601.865,292
431,2496922,2238922.5166666666,296
432,2496922,2254262.6816666666,294
433,2496922,2238905.7533333334,291
434,2496922,2249230.525,292
435,2496922,2239825.0416666665,293
436,2496922,2234046.985,297
437,2496922,2242686.285,291
438,2496922,2241267.098333333,292
439,2496922,2237086.2666666666,296
440,2496922,2246809.611666667,295
441,2496922,2244125.34,290
442,2496922,2240455.445,292
443,2496922,2229830.375,291
444,2496922,2244944.263333333,294
445,2496922,2251369.0033333334,289
446,2496922,2256942.1133333333,290
447,2496922,2251695.1666666665,293
448,2496922,2252779.7283333335,290
449,2496922,2261372.2283333335,296
450,2496922,2231873.975,294
451,2496922,2242540.595,295
452,2496922,2238735.2916666665,293
453,2496922,2250321.8233333332,287
454,2496922,2236341.0383333336,295
455,2496922,2255142.1216666666,291
456,2496922,2248337.7183333333,295
457,2496922,2238775.2983333333,295
458,2496922,2271685.928333333,289
459,2496922,2250266.5383333336,292
460,2496922,2250861.2983333333,292
461,2496922,2239331.225,293
462,2496922,2237353.2733333334,293
463,2496922,2229456.6016666666,292
464,2496922,2241393.1983333332,291
465,2496922,2235016.7733333334,289
466,2496922,2238579.645,292
467,2496922,2239673.091666667,294
468,2496922,2250577.6416666666,294
469,2496922,2241072.985,291
470,2496922,2253086.3566666665,294
471,2496922,2228897.598333333,293
472,2496922,2232786.645,294
473,2496922,2241402.0316666667,296
474,2496922,2241677.9,293
475,2496922,2246436.18,297
476,2496922,2240296.53,293
477,2496922,2245884.5116666667,293
478,2496922,2249869.175,295
479,2496922,2244556.9516666667,286
480,2496922,2238465.5016666665,294
481,2496922,2251854.0316666667,293
